"","par1","par2","par3","par4","log.lik","rec1","rec2","rec3","rec4","rec5","rec6","rec7","rec8","rec9","rec10","rec11","rec12","rec13","rec14","rec15","rec16","rec17","rec18","rec19","Biomass1","Biomass2","Biomass3","Biomass4","Biomass5","Biomass6","Biomass7","Biomass8","Biomass9","Biomass10","Biomass11","Biomass12","Biomass13","Biomass14"
"572",1.70088161968087,0.64776160597182,0.0965522601300137,0.0284238296890563,4420.68617148528,0,0,0,49897.1848757857,907035.959213006,1979361.70483548,1470378.44913541,1380839.2830474,2324007.76899354,4498780.3028507,3234498.24795992,3120585.29481324,2445624.65676619,2957295.77447842,4051969.27850665,3156047.73786993,1369713.24654594,1944371.42151141,4756364.04980382,106.899236692377,73.8976738724226,107.509924616414,70.8566143236769,112.213215425417,348.041820687346,225.695590018863,208.935237916863,124.917448793144,293.104184239935,216.643822217883,194.115191910741,170.98015635891,213.5972312197
"575",1.81544887614461,0.562960562417509,0.0939573602423073,0.0272945765137154,4421.46551282911,0,0,0,47132.6188025927,856782.243160334,1751933.0170379,1295040.44778059,1204555.3924803,2008488.28950834,3820806.14776769,2695331.86780337,2554636.16058324,1998327.0889813,2415110.09112553,3318283.30972768,2584991.63726087,1134173.1834283,1636406.54680767,4467302.83281021,102.188982482161,70.4717309304608,102.953694266893,67.4628720730177,107.31485939688,330.637399366808,215.643450466142,200.13756921859,117.874941023405,281.594307598786,206.388550820005,184.715250545968,162.110591080795,205.514621524396
"576",1.74090674674843,0.633280002645518,0.0873947436709552,0.0405704184623823,4422.78368401477,0,0,0,49227.1081317855,894867.528765429,1950665.58716373,1448302.20013627,1357449.18433827,2277759.0891646,4404466.89126284,3144457.24233512,2953193.16754255,2313333.14717733,2796642.66761854,3830137.79053413,2972544.60688926,1291482.78550073,1812316.82962,3238246.03010824,112.496239471453,77.0948881416194,113.854760320672,73.4918490376253,118.270625914404,358.079270677748,188.881298001607,171.021323005679,115.701700984549,233.638877584118,185.881253086714,168.144699921478,152.556694899232,167.959857485004
"579",2.02479902096046,0.524732910026851,0.0969579173512379,0.0292014837049729,4421.52171454749,0,0,0,45127.7581742926,820408.639678375,1615100.10811765,1187251.62235572,1094435.69992585,1807843.08870825,3377880.01303856,2359065.62990947,2221875.18295845,1734236.01985893,2091634.75126497,2867304.01317174,2221143.94602166,973869.873283887,1400711.41608374,3681125.99957114,89.5215012771024,61.9077994059945,90.0083390388452,59.3749267967782,93.9653756294926,291.744507054582,187.171310951287,172.97863255245,104.448616730433,242.182453150974,180.014501952915,161.416762850662,142.519252287585,176.312353997913
"583",1.91619572170066,0.552775427003841,0.0907563520106124,0.0316653278130212,4420.18671115383,0,0,0,46278.5946199549,841301.84349681,1707941.17021876,1259779.52967758,1167459.97078653,1938077.56909169,3664318.09515818,2572412.58234445,2414940.53405779,1887257.95731534,2278499.57803263,3125117.3502237,2425176.20294457,1062022.90987037,1521342.91517716,3633420.90328129,99.3474945796136,68.3052365127071,100.311424324575,65.2559951547492,104.386950968039,318.922607356374,190.511229465164,175.172878306622,108.910440936092,243.790617385707,184.291807420545,165.622314376043,147.266013490256,176.94513126044
"584",1.80511734427754,0.568894168960866,0.099041099138263,0.0399072880064003,4419.34256871828,0,0,0,47330.7061587343,860381.677336978,1758228.13912871,1299707.99298805,1209608.30886164,2019093.36886169,3840790.76826028,2717915.2695386,2562116.19636758,2004474.03263197,2422783.81782576,3326602.99150521,2584347.67913704,1132786.3955372,1611573.92923433,3084579.73572619,98.8634008737404,68.4980383056017,99.2626103457054,65.7787354933224,103.735780308267,323.771972412563,183.348508659327,166.179526193908,111.823925659064,227.305318487021,180.236037118508,162.970113752958,147.673520404775,163.512580774367
"587",1.6802017249557,0.576231925889331,0.104289547416546,0.0354725436588109,4420.31604302853,0,0,0,48434.4710553419,880363.548592597,1805945.76378897,1338609.78817608,1251382.7602968,2100419.27388681,4022390.45430872,2862317.50095296,2729536.66908365,2137900.38475547,2587607.17570703,3561800.18194493,2780389.67030182,1222765.29107876,1755411.07519368,3738299.54696459,102.305868321634,71.2152726925255,102.365149119607,68.6003540686585,107.257859698541,339.091592961925,206.725318757331,188.737502576526,122.092439394739,260.452672296093,201.580682154903,181.714000908174,163.118391358901,188.219310699622
"589",1.8305316808758,0.61311022248873,0.086758658470201,0.0290430196389712,4421.30260259995,0,0,0,48093.3447787096,874289.869123252,1872669.86103053,1386820.73048128,1294329.97531459,2162242.2158202,4149176.39560429,2945880.05586627,2788799.92284805,2182516.85603769,2636220.80473325,3609646.60297358,2803487.38890683,1218457.1633394,1731837.21933396,4259734.82702344,107.580449993263,73.6801853569076,108.92846643627,70.2071003034312,113.11494523635,341.873483951934,207.568613287916,191.894771663037,115.640370465736,268.773859839424,199.55369655703,178.910145114901,157.888767210107,195.710776291258
"591",1.81447847817293,0.532854200172598,0.0937189080609175,0.0312216385458509,4423.00726369712,0,0,0,46495.9232096529,845183.152020321,1689030.67753794,1247353.12943528,1157608.8338847,1926608.81508682,3648401.8652863,2558609.08231326,2403276.51334752,1879265.81816421,2271897.14834402,3127294.14605997,2437826.67605121,1075569.15533013,1557451.26339759,3855791.91695945,102.436469683301,70.6266381259079,103.219830227543,67.6010420569656,107.579035366357,331.246099815435,202.483848115878,186.346353168812,115.275142431414,259.612605311404,195.676892239475,175.786090305615,156.113987746384,188.529302268851
"595",1.59680164868807,0.601568167493128,0.0930343342029443,0.0353274711632389,4422.50052766936,0,0,0,49765.4890610792,904510.632307646,1920063.231985,1428745.05394968,1342678.9547542,2263047.81187731,4386562.77769811,3128744.5300027,2961335.23178921,2321744.12358671,2812149.39140372,3871678.00682638,3026958.75246579,1329118.9055361,1904163.46089539,3994435.17389708,117.03598577862,80.6406898150426,117.986227888593,77.1528015076254,122.925540311972,377.824603827126,217.901415252614,198.991898601662,128.545274107598,274.687761622242,212.418056789293,191.462535567883,171.811629626693,198.53790282251
"598",1.92957995820031,0.578308588447371,0.101492322754749,0.0289547516092791,4422.23664090517,0,0,0,46712.6104819256,849211.741764996,1736744.36910891,1280661.87461665,1188226.30830564,1976378.11052257,3736327.55810365,2645326.09737126,2529822.65007016,1977471.01890888,2386614.63265705,3267816.28780571,2533595.37147362,1103996.45065588,1574859.3119063,3990917.99716617,90.8535406812216,63.087144697721,91.0725459475981,60.671347635954,95.2935333277124,299.23079777632,197.198133400833,182.342204721229,109.761408990058,255.451335718122,189.542096515163,169.919782757897,149.91439340155,186.030803475728
"599",1.94994008758254,0.523287939794984,0.0926352659921229,0.037743736262135,4420.56736430767,0,0,0,45493.7360641973,827031.392255384,1636526.80291079,1204957.29999522,1113004.45777187,1842275.74163194,3458876.28570167,2414529.93532474,2247903.82703636,1755561.75850544,2119188.97252137,2909137.29897421,2255271.42132516,991559.17955059,1419867.60543891,2957519.21351614,96.1473444444407,66.2229970517621,96.9545180988788,63.3427017891416,100.992480302733,310.086917345613,173.581473736668,157.868428699482,104.291065484181,216.842629736206,169.988717691575,153.484774358469,138.470185268947,156.326825246489
"601",1.71831259595632,0.59743984352666,0.0906747813194133,0.0278271129534343,4421.38709911327,0,0,0,48608.9394099502,883585.813378832,1867465.63858976,1385397.11674627,1296064.9307349,2172897.37109005,4181923.86398667,2971019.13383252,2822417.51845317,2210447.07672432,2673597.5127012,3673145.31129701,2865767.34072224,1253897.55566333,1801557.27791953,4701743.66397477,110.863017691889,76.2166646310654,111.945004969879,72.810421289719,116.488215482484,355.817081321013,225.700979111919,209.218404482057,124.110593625434,293.956979601406,216.316991441405,193.706744330876,170.297341370089,214.385782138102
"604",1.64056028067228,0.668117122551517,0.0985188242046468,0.0353460013936685,4422.15093580715,0,0,0,50934.5851096688,925871.912772075,2050815.3870607,1526294.6325074,1438138.54734003,2429047.06443097,4727574.21544031,3418232.63379354,3293188.87393474,2582679.3033166,3124632.84341677,4280303.3085238,3331752.34261213,1444114.06893885,2030477.91744409,4003475.39806944,109.20150298936,75.6250191902374,109.68063031943,72.599883353886,114.593099605408,357.192192097831,212.042054377626,193.634690836357,125.107104433428,267.28219274815,206.713689787274,186.323504697973,167.207234797633,193.181417940498
"605",1.76312308460381,0.620082000610097,0.0906622347643864,0.0421837134730224,4422.21645924458,0,0,0,48754.9565891063,886287.208220103,1903546.84822289,1411625.53490056,1320746.47258468,2213321.79054411,4262065.54170126,3038198.98997426,2854049.60685916,2234946.1014716,2701528.26141166,3700795.0238239,2870695.87304775,1249022.08040684,1753634.4799315,3057608.84716451,108.056573824997,74.2863859836498,109.11211988791,70.9658362530279,113.539613898399,346.798894985835,183.706652083443,165.940501344474,113.68321439872,226.035609023977,181.260792066128,164.125420764044,149.353739669191,162.244584604122
"606",1.90217948022922,0.549424256353407,0.104343965589412,0.0416004624976763,4421.09186101047,0,0,0,46294.6427541822,841585.127433028,1680741.45731815,1238667.45163541,1147585.98994737,1907313.66638815,3592998.08835607,2533094.92227103,2388556.88353175,1866761.4863606,2254222.50440394,3092173.46851193,2395931.76994938,1050124.74861252,1491523.42122639,2784363.72258053,90.3331591165923,62.8840485965819,90.3823090368438,60.5769467854807,94.7048133621582,299.444702642616,171.190303885027,154.765808220233,105.55574711023,211.034227871818,168.754490665138,152.748348608926,138.853945976852,151.560023160387
"607",1.95213049747746,0.533954951709416,0.0889350641958238,0.0295548513320459,4422.55492053121,0,0,0,45693.8105227209,830675.708376799,1663573.70627774,1225595.92103958,1133056.63182345,1876179.74690221,3531871.08902685,2467391.17153135,2308996.26251093,1803503.74142515,2176799.07358987,2987045.40110886,2318339.64869704,1017460.25972232,1464943.23634696,3788118.92091879,99.0122439295683,67.9557454451623,100.099699028933,64.8454658788615,104.066958477359,316.396794631162,193.042499673166,178.270018568127,108.116831268778,249.369960204097,185.821848557074,166.679968764757,147.32217698478,181.463816600995
"608",1.67053441808468,0.589406088657276,0.0966774822571973,0.0355048182989345,4419.93154622785,0,0,0,48819.1928443366,887363.049486428,1854212.18077383,1376138.42207806,1288492.89427946,2164180.88767928,4164259.61439858,2963262.31883042,2809142.57079551,2200740.93492893,2663607.63804274,3664008.90244921,2859164.02608047,1254838.520872,1796224.42159987,3778855.94244923,108.73742479011,75.1770383283651,109.34939211688,72.0888744868604,114.140433316843,354.132023436864,207.841447196954,189.745771433252,122.782899048408,261.826219290852,202.681854480459,182.711042088767,164.025606479463,189.205270805164
"611",1.55422946589105,0.654952964723896,0.0924064609287153,0.0279234508712119,4421.31847022513,0,0,0,51507.4755351406,936200.499138452,2075148.31497458,1548392.69949203,1462740.07391819,2476517.54219647,4848294.14722066,3494161.76365432,3361540.85058071,2637836.63950975,3194654.84600677,4388731.08399522,3433605.43274138,1495847.77813569,2136400.96125209,5314166.51395218,120.848905532774,83.2186092864794,121.88260599335,79.5875511638536,126.943696970386,389.533468619237,249.111726442918,230.869475064813,137.129560127065,324.295444585236,238.814096472253,213.873191554626,188.084900703371,236.481967670049
"613",2.0208517801269,0.562591553360797,0.0958776859118547,0.0352482493058214,4421.68208114679,0,0,0,45875.017104177,834009.152371194,1691751.29683357,1245296.92808539,1151418.73085016,1906876.16609062,3585511.8228123,2521951.8396678,2375462.3150297,1855132.64475533,2237085.84724626,3059362.88830837,2363313.48150171,1029208.04441903,1457543.9700456,3110469.17402295,90.4393403398711,62.4803541458251,90.9974054682416,59.8842470134665,94.9456329717533,293.978330653391,172.342119338558,157.408251674172,101.604685841403,217.322365405772,167.978968430105,151.398458446185,135.834544625877,157.089150449106
"614",1.73795233830246,0.643635983251922,0.102325951031871,0.0348957694931193,4423.07627204906,0,0,0,49482.6132481569,899518.378191368,1940789.96491467,1439542.31917491,1349539.75453976,2268678.9614278,4371418.11274527,3145463.94965462,3031752.73609621,2375199.13275785,2871208.42786913,3931022.76589636,3053980.49615388,1324708.74144978,1865689.92040857,3786880.84972329,100.274327792251,69.6804091425588,100.461033314711,67.0450622894383,105.160712973363,330.887622745096,201.257384672267,183.933088385173,118.316517971192,254.134452135029,196.02476069345,176.628839022866,158.340294234946,183.769603853612
"615",1.68270204882268,0.628438835600477,0.0913015988258101,0.0274288062277263,4420.51736249398,0,0,0,49615.8507858335,901892.949517976,1952993.01050765,1451362.31458787,1362335.60255425,2291172.9056724,4436836.77892508,3173095.38402023,3034614.8873615,2378120.37054072,2876713.58393615,3947703.51113883,3079703.2464531,1341838.50375872,1917558.75973853,4938808.36775486,112.627793816732,77.4762110012448,113.677687169941,74.0434923378312,118.329985589142,362.045070135528,232.098427669091,215.343150750712,127.062270445297,302.88048474491,222.216326349614,198.908508602393,174.644128144053,221.010267465984
"617",1.80758871480748,0.527754972692645,0.10054088426808,0.0333934654321712,4421.49488172573,0,0,0,46431.2152000241,843997.865013204,1669070.89526002,1231958.11597819,1142863.78302431,1902696.13453664,3594752.39962089,2524514.32225391,2380693.96665917,1861599.86799458,2250844.14542655,3099611.17296299,2416357.09619165,1067333.72384799,1544688.38662272,3611031.58068684,97.6516009986104,67.7499381140641,97.9484290834481,65.1188154545134,102.439448260169,320.918091226566,197.232022044407,180.750180749605,114.506237357549,250.559424918321,191.512141480647,172.359607053224,153.94868014364,181.490794847073
"619",1.61867824047357,0.641856809893625,0.0882945041876754,0.0405799783644196,4423.10774243715,0,0,0,50525.3911251718,918391.001722209,2020969.51671522,1505361.40322367,1417700.46011593,2391520.00040092,4662140.75154216,3342325.85605919,3147815.23761928,2468455.93259718,2987926.27333186,4100339.12075252,3193296.64548922,1391210.32645937,1959889.01967456,3494472.10628167,120.060205139465,82.3506386379034,121.433270551494,78.5485488554563,126.203302209944,383.033755814121,203.125220491866,183.91573503768,124.43472615999,251.249992300719,199.90210297652,180.828773683014,164.067857365138,180.618578535294
"620",1.7646197586295,0.601770987973039,0.0944250649304334,0.0386577136639101,4419.43428030814,0,0,0,48340.8816712129,878746.752083289,1852844.04908237,1372787.36891034,1282518.8843499,2147520.61559573,4119573.77649524,2930778.01498696,2767320.69142113,2166559.62758046,2619158.57178155,3592238.72767704,2790867.95601557,1218042.34848842,1724176.55723485,3305388.07423567,104.746482504603,72.2669965523377,105.496709894216,69.2017514580304,109.992088812197,339.29676438715,189.955536235624,172.505184882045,114.871521272954,236.521967729715,186.328314207166,168.341890102289,152.162047500846,170.354834957782
"621",1.84182379800626,0.618970277471673,0.0883108430403887,0.0376442052451494,4421.82747681244,0,0,0,48135.3182405084,875061.633496809,1878683.89503244,1390989.0516201,1298238.92470438,2168908.4033709,4160565.8535887,2958371.52263127,2783182.86253705,2178081.0585857,2630565.3335915,3598706.5989614,2787741.5463784,1209916.7727701,1700614.87249846,3277478.87112801,105.49965025495,72.3645383247784,106.704971932052,69.0242427151039,110.897419185348,336.594504582794,183.969622102084,167.343545394937,110.452898365783,229.902881118122,180.12923538876,162.629632019831,146.689578739881,165.75932537877
